potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6
0.06256929108857845,-0.009292590277329316,-0.002308490983672815,0.02116577895798022,-0.05169937149295745,0.09546861979898846,-0.09844709354407932
0.06246279101169527,-0.009222090226671309,-0.0023288035070066267,0.020697028619754754,-0.051417558792046236,0.09556255736595887,-0.09844709354407932
0.06251604105013664,-0.009186840201341973,-0.0023288035070066267,0.02116577895798022,-0.05151149635901664,0.0951868070980777,-0.09835290597641144
0.06256929108857845,-0.009222090226671309,-0.002320678497673102,0.02116577895798022,-0.051417558792046236,0.09537468223201806,-0.09844709354407932
0.06246279101169527,-0.009257340252000423,-0.0023288035070066267,0.020884528755045206,-0.05160543392598704,0.09546861979898846,-0.09825871840874312
0.06262254112702004,-0.009222090226671309,-0.0023125534883395773,0.02107202889033566,-0.05151149635901664,0.09537468223201806,-0.09835290597641144
0.062356290934811875,-0.009186840201341973,-0.002316615993006338,0.020790778687399758,-0.05151149635901664,0.09528074466504766,-0.09835290597641144
0.06246279101169527,-0.009186840201341973,-0.0023247410023398626,0.020884528755045206,-0.05160543392598704,0.0950928695311073,-0.09816453084107435
0.06256929108857845,-0.009222090226671309,-0.0023247410023398626,0.020790778687399758,-0.05151149635901664,0.09528074466504766,-0.09844709354407932
0.06251604105013664,-0.009186840201341973,-0.002320678497673102,0.02107202889033566,-0.05132362122507628,0.09537468223201806,-0.09835290597641144
0.06251604105013664,-0.009257340252000423,-0.0023247410023398626,0.020884528755045206,-0.051417558792046236,0.09556255736595887,-0.09863546867941686
0.06251604105013664,-0.009222090226671309,-0.0023247410023398626,0.020790778687399758,-0.05169937149295745,0.09537468223201806,-0.09854128111174809
0.06256929108857845,-0.009222090226671309,-0.002316615993006338,0.02107202889033566,-0.05169937149295745,0.09528074466504766,-0.09825871840874312
0.06267579116546185,-0.009222090226671309,-0.0023288035070066267,0.020884528755045206,-0.05151149635901664,0.0951868070980777,-0.09844709354407932
0.06240954097325346,-0.009222090226671309,-0.002320678497673102,0.020790778687399758,-0.05151149635901664,0.09528074466504766,-0.09825871840874312
0.06262254112702004,-0.00908109012535463,-0.0023247410023398626,0.020790778687399758,-0.051417558792046236,0.09537468223201806,-0.09835290597641144
0.06256929108857845,-0.009186840201341973,-0.002316615993006338,0.02107202889033566,-0.051793309059927406,0.0950928695311073,-0.09854128111174809
0.06267579116546185,-0.009186840201341973,-0.002308490983672815,0.02097827882269021,-0.05169937149295745,0.09528074466504766,-0.09844709354407932
0.06267579116546185,-0.009186840201341973,-0.0023247410023398626,0.020790778687399758,-0.05169937149295745,0.09537468223201806,-0.09844709354407932
0.06246279101169527,-0.009222090226671309,-0.0023247410023398626,0.02097827882269021,-0.051417558792046236,0.09528074466504766,-0.09816453084107435
0.06256929108857845,-0.009292590277329316,-0.0023288035070066267,0.02097827882269021,-0.05169937149295745,0.09556255736595887,-0.09816453084107435
0.06246279101169527,-0.009257340252000423,-0.0023125534883395773,0.02116577895798022,-0.05160543392598704,0.09537468223201806,-0.09816453084107435
0.06251604105013664,-0.009151590176012858,-0.002316615993006338,0.020790778687399758,-0.05160543392598704,0.09537468223201806,-0.09835290597641144
0.06240954097325346,-0.009151590176012858,-0.0023288035070066267,0.021259529025625667,-0.05160543392598704,0.0951868070980777,-0.09854128111174809
0.06256929108857845,-0.009186840201341973,-0.002308490983672815,0.02097827882269021,-0.05151149635901664,0.09537468223201806,-0.09835290597641144
0.06240954097325346,-0.009222090226671309,-0.002316615993006338,0.020790778687399758,-0.05151149635901664,0.09546861979898846,-0.09844709354407932
0.06246279101169527,-0.009186840201341973,-0.0023288035070066267,0.020884528755045206,-0.05169937149295745,0.09546861979898846,-0.09825871840874312
0.06251604105013664,-0.009257340252000423,-0.002320678497673102,0.02107202889033566,-0.051417558792046236,0.09528074466504766,-0.09816453084107435
0.06267579116546185,-0.009257340252000423,-0.0023247410023398626,0.020697028619754754,-0.05160543392598704,0.0951868070980777,-0.09835290597641144
0.06262254112702004,-0.009222090226671309,-0.0023247410023398626,0.02097827882269021,-0.05169937149295745,0.0950928695311073,-0.09844709354407932
0.06256929108857845,-0.009222090226671309,-0.0023247410023398626,0.02097827882269021,-0.05151149635901664,0.09528074466504766,-0.09854128111174809
0.06256929108857845,-0.009257340252000423,-0.002308490983672815,0.02116577895798022,-0.05169937149295745,0.09528074466504766,-0.09854128111174809
0.06262254112702004,-0.009186840201341973,-0.0023247410023398626,0.020884528755045206,-0.05132362122507628,0.09537468223201806,-0.09835290597641144
0.06256929108857845,-0.009186840201341973,-0.002308490983672815,0.02060327855210975,-0.05160543392598704,0.09528074466504766,-0.09825871840874312
0.06256929108857845,-0.009222090226671309,-0.002316615993006338,0.02107202889033566,-0.051417558792046236,0.0951868070980777,-0.09835290597641144
0.06246279101169527,-0.009257340252000423,-0.002316615993006338,0.02107202889033566,-0.051417558792046236,0.09528074466504766,-0.09825871840874312
0.06251604105013664,-0.009222090226671309,-0.0023247410023398626,0.02107202889033566,-0.05151149635901664,0.09537468223201806,-0.09854128111174809
0.06246279101169527,-0.009186840201341973,-0.002316615993006338,0.02107202889033566,-0.05169937149295745,0.09537468223201806,-0.09844709354407932
0.06246279101169527,-0.009222090226671309,-0.0023247410023398626,0.02097827882269021,-0.05160543392598704,0.09546861979898846,-0.09835290597641144
0.06256929108857845,-0.009186840201341973,-0.002308490983672815,0.021259529025625667,-0.05169937149295745,0.09546861979898846,-0.09854128111174809
0.06262254112702004,-0.009222090226671309,-0.0023328660116733874,0.020884528755045206,-0.05169937149295745,0.09528074466504766,-0.09825871840874312
0.06246279101169527,-0.009222090226671309,-0.0023125534883395773,0.02107202889033566,-0.05160543392598704,0.0951868070980777,-0.09854128111174809
0.06251604105013664,-0.009186840201341973,-0.0023288035070066267,0.02116577895798022,-0.051417558792046236,0.09528074466504766,-0.09835290597641144
0.06267579116546185,-0.009292590277329316,-0.002320678497673102,0.020884528755045206,-0.05151149635901664,0.0950928695311073,-0.09835290597641144
0.06256929108857845,-0.009222090226671309,-0.002320678497673102,0.02097827882269021,-0.05169937149295745,0.09528074466504766,-0.09835290597641144
0.06256929108857845,-0.009116340150683744,-0.002316615993006338,0.02097827882269021,-0.05122968365810587,0.09528074466504766,-0.09816453084107435
0.06256929108857845,-0.009151590176012858,-0.002320678497673102,0.020884528755045206,-0.05132362122507628,0.0951868070980777,-0.09835290597641144
0.06246279101169527,-0.009222090226671309,-0.002320678497673102,0.020790778687399758,-0.05169937149295745,0.0951868070980777,-0.09863546867941686
0.06256929108857845,-0.009257340252000423,-0.002316615993006338,0.020884528755045206,-0.05160543392598704,0.09528074466504766,-0.09854128111174809
0.06240954097325346,-0.009222090226671309,-0.002316615993006338,0.02097827882269021,-0.051793309059927406,0.09528074466504766,-0.09835290597641144
0.06267579116546185,-0.009151590176012858,-0.0023288035070066267,0.02097827882269021,-0.05151149635901664,0.09537468223201806,-0.09854128111174809
0.06256929108857845,-0.009186840201341973,-0.002308490983672815,0.02097827882269021,-0.05160543392598704,0.09528074466504766,-0.09835290597641144
0.06251604105013664,-0.009222090226671309,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.09528074466504766,-0.09825871840874312
0.06246279101169527,-0.009292590277329316,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.09528074466504766,-0.09835290597641144
0.06240954097325346,-0.009186840201341973,-0.002320678497673102,0.02107202889033566,-0.05169937149295745,0.09537468223201806,-0.09835290597641144
0.06246279101169527,-0.009186840201341973,-0.0023247410023398626,0.02116577895798022,-0.05169937149295745,0.09537468223201806,-0.09854128111174809
0.06262254112702004,-0.009257340252000423,-0.002308490983672815,0.02097827882269021,-0.051417558792046236,0.09537468223201806,-0.09854128111174809
0.06246279101169527,-0.009186840201341973,-0.0023247410023398626,0.02097827882269021,-0.05132362122507628,0.09537468223201806,-0.09825871840874312
0.06267579116546185,-0.009186840201341973,-0.002320678497673102,0.02107202889033566,-0.05122968365810587,0.0951868070980777,-0.09835290597641144
0.06262254112702004,-0.009257340252000423,-0.0023247410023398626,0.02097827882269021,-0.051417558792046236,0.09528074466504766,-0.09835290597641144
0.06246279101169527,-0.009186840201341973,-0.0023328660116733874,0.020697028619754754,-0.05151149635901664,0.09537468223201806,-0.09835290597641144
0.06256929108857845,-0.009222090226671309,-0.002320678497673102,0.020790778687399758,-0.05160543392598704,0.09537468223201806,-0.09854128111174809
0.06256929108857845,-0.009292590277329316,-0.002320678497673102,0.02097827882269021,-0.051417558792046236,0.0950928695311073,-0.09844709354407932
0.06256929108857845,-0.009257340252000423,-0.002316615993006338,0.02097827882269021,-0.05151149635901664,0.09528074466504766,-0.09825871840874312
0.06246279101169527,-0.009186840201341973,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.09528074466504766,-0.09825871840874312
0.06256929108857845,-0.009222090226671309,-0.0023247410023398626,0.02116577895798022,-0.05169937149295745,0.09546861979898846,-0.09835290597641144
0.06251604105013664,-0.009257340252000423,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.0950928695311073,-0.09844709354407932
0.06256929108857845,-0.009222090226671309,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.09546861979898846,-0.09807034327340558
0.06256929108857845,-0.009222090226671309,-0.002320678497673102,0.02116577895798022,-0.051417558792046236,0.0950928695311073,-0.09816453084107435
0.06256929108857845,-0.009222090226671309,-0.002320678497673102,0.02107202889033566,-0.05160543392598704,0.0951868070980777,-0.09854128111174809
0.06246279101169527,-0.009151590176012858,-0.0023125534883395773,0.02097827882269021,-0.05132362122507628,0.09537468223201806,-0.09816453084107435
0.06256929108857845,-0.009257340252000423,-0.0023288035070066267,0.020697028619754754,-0.051417558792046236,0.0951868070980777,-0.09844709354407932
0.06256929108857845,-0.009222090226671309,-0.002316615993006338,0.02107202889033566,-0.051417558792046236,0.09546861979898846,-0.09835290597641144
0.06256929108857845,-0.009186840201341973,-0.002320678497673102,0.020884528755045206,-0.05151149635901664,0.0950928695311073,-0.09844709354407932
0.06251604105013664,-0.009186840201341973,-0.0023125534883395773,0.02097827882269021,-0.05151149635901664,0.0951868070980777,-0.09835290597641144
0.06251604105013664,-0.009257340252000423,-0.002316615993006338,0.02116577895798022,-0.05169937149295745,0.09528074466504766,-0.09844709354407932
0.06262254112702004,-0.009257340252000423,-0.002308490983672815,0.02097827882269021,-0.05160543392598704,0.09528074466504766,-0.09835290597641144
0.06246279101169527,-0.009222090226671309,-0.0023247410023398626,0.02097827882269021,-0.05151149635901664,0.09528074466504766,-0.09844709354407932
0.06251604105013664,-0.009151590176012858,-0.002316615993006338,0.02116577895798022,-0.05169937149295745,0.09546861979898846,-0.09807034327340558
0.06246279101169527,-0.00932784030265843,-0.0023328660116733874,0.020790778687399758,-0.05151149635901664,0.09546861979898846,-0.09825871840874312
0.06267579116546185,-0.009222090226671309,-0.0023288035070066267,0.02097827882269021,-0.05151149635901664,0.09499893196413689,-0.09835290597641144
0.06256929108857845,-0.009257340252000423,-0.002320678497673102,0.02097827882269021,-0.051417558792046236,0.09537468223201806,-0.09844709354407932
0.06251604105013664,-0.009257340252000423,-0.0023288035070066267,0.020790778687399758,-0.05160543392598704,0.09528074466504766,-0.09807034327340558
0.06246279101169527,-0.009186840201341973,-0.0023288035070066267,0.02097827882269021,-0.05151149635901664,0.09528074466504766,-0.09835290597641144
0.06251604105013664,-0.009257340252000423,-0.002320678497673102,0.02107202889033566,-0.05151149635901664,0.09546861979898846,-0.09854128111174809
0.06246279101169527,-0.009257340252000423,-0.0023247410023398626,0.021259529025625667,-0.05151149635901664,0.09528074466504766,-0.09854128111174809
0.06256929108857845,-0.009186840201341973,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.09528074466504766,-0.09825871840874312
0.06256929108857845,-0.009257340252000423,-0.0023247410023398626,0.02116577895798022,-0.05169937149295745,0.09546861979898846,-0.09854128111174809
0.06256929108857845,-0.009186840201341973,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.0951868070980777,-0.09825871840874312
0.06256929108857845,-0.009116340150683744,-0.002320678497673102,0.02107202889033566,-0.05151149635901664,0.09537468223201806,-0.09807034327340558
0.06251604105013664,-0.009222090226671309,-0.0023247410023398626,0.02097827882269021,-0.05151149635901664,0.09528074466504766,-0.09816453084107435
0.06256929108857845,-0.009222090226671309,-0.0023247410023398626,0.02107202889033566,-0.05151149635901664,0.09528074466504766,-0.09816453084107435
0.06246279101169527,-0.009257340252000423,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.09528074466504766,-0.09835290597641144
0.06251604105013664,-0.009186840201341973,-0.002308490983672815,0.02097827882269021,-0.05151149635901664,0.0951868070980777,-0.09854128111174809
0.06246279101169527,-0.009257340252000423,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.0951868070980777,-0.09816453084107435
0.062356290934811875,-0.009222090226671309,-0.002316615993006338,0.02097827882269021,-0.051417558792046236,0.0950928695311073,-0.09835290597641144
0.06267579116546185,-0.009186840201341973,-0.002316615993006338,0.02116577895798022,-0.051417558792046236,0.09537468223201806,-0.09816453084107435
0.06246279101169527,-0.009257340252000423,-0.0023288035070066267,0.02097827882269021,-0.05160543392598704,0.09528074466504766,-0.09835290597641144
0.06246279101169527,-0.009186840201341973,-0.002316615993006338,0.02097827882269021,-0.05160543392598704,0.0951868070980777,-0.09835290597641144
0.06251604105013664,-0.009292590277329316,-0.002316615993006338,0.02097827882269021,-0.05169937149295745,0.0951868070980777,-0.09844709354407932
0.06262254112702004,-0.009257340252000423,-0.0023247410023398626,0.02097827882269021,-0.05160543392598704,0.0951868070980777,-0.09844709354407932
0.06256929108857845,-0.009186840201341973,-0.0023247410023398626,0.02097827882269021,-0.05169937149295745,0.09546861979898846,-0.09854128111174809
0.06251604105013664,-0.009186840201341973,-0.0023288035070066267,0.02097827882269021,-0.05160543392598704,0.09528074466504766,-0.09844709354407932
0.06267579116546185,-0.009222090226671309,-0.002320678497673102,0.020884528755045206,-0.05151149635901664,0.0951868070980777,-0.09835290597641144
0.06262254112702004,-0.00908109012535463,-0.0023288035070066267,0.02107202889033566,-0.05151149635901664,0.09528074466504766,-0.09835290597641144
0.06256929108857845,-0.009222090226671309,-0.0023125534883395773,0.02107202889033566,-0.05169937149295745,0.09528074466504766,-0.09863546867941686
0.06251604105013664,-0.009186840201341973,-0.002320678497673102,0.020884528755045206,-0.05151149635901664,0.09528074466504766,-0.09835290597641144
0.06256929108857845,-0.009186840201341973,-0.002320678497673102,0.020884528755045206,-0.05160543392598704,0.09528074466504766,-0.09825871840874312
0.06246279101169527,-0.009222090226671309,-0.002320678497673102,0.02097827882269021,-0.05160543392598704,0.09537468223201806,-0.09835290597641144
0.06246279101169527,-0.009151590176012858,-0.0023328660116733874,0.020790778687399758,-0.05169937149295745,0.09537468223201806,-0.09844709354407932
0.06251604105013664,-0.009257340252000423,-0.002308490983672815,0.020790778687399758,-0.05160543392598704,0.09537468223201806,-0.09825871840874312
0.06246279101169527,-0.009186840201341973,-0.0023247410023398626,0.020884528755045206,-0.051417558792046236,0.09546861979898846,-0.09807034327340558
0.06256929108857845,-0.009186840201341973,-0.002320678497673102,0.020697028619754754,-0.051417558792046236,0.09546861979898846,-0.09854128111174809
0.06246279101169527,-0.009116340150683744,-0.002316615993006338,0.02116577895798022,-0.05151149635901664,0.09537468223201806,-0.09844709354407932
0.06267579116546185,-0.009257340252000423,-0.002320678497673102,0.02116577895798022,-0.051417558792046236,0.09546861979898846,-0.09835290597641144
0.06251604105013664,-0.009257340252000423,-0.002308490983672815,0.020884528755045206,-0.051793309059927406,0.09537468223201806,-0.09854128111174809
0.06246279101169527,-0.009222090226671309,-0.0023288035070066267,0.02097827882269021,-0.05169937149295745,0.09528074466504766,-0.09816453084107435
0.06246279101169527,-0.009186840201341973,-0.002316615993006338,0.02107202889033566,-0.05151149635901664,0.09537468223201806,-0.09816453084107435
0.06240954097325346,-0.00908109012535463,-0.0023247410023398626,0.020790778687399758,-0.05160543392598704,0.0951868070980777,-0.09825871840874312
0.06251604105013664,-0.009222090226671309,-0.0023247410023398626,0.02107202889033566,-0.05169937149295745,0.0950928695311073,-0.09844709354407932
0.06256929108857845,-0.009222090226671309,-0.0023247410023398626,0.02097827882269021,-0.051417558792046236,0.09528074466504766,-0.09844709354407932
0.06246279101169527,-0.009186840201341973,-0.0023247410023398626,0.02097827882269021,-0.05151149635901664,0.09546861979898846,-0.09825871840874312
0.06246279101169527,-0.009151590176012858,-0.002308490983672815,0.02097827882269021,-0.05151149635901664,0.09537468223201806,-0.09825871840874312
0.06256929108857845,-0.009292590277329316,-0.0023247410023398626,0.02097827882269021,-0.05169937149295745,0.09537468223201806,-0.09854128111174809
0.06246279101169527,-0.009222090226671309,-0.0023247410023398626,0.02107202889033566,-0.05169937149295745,0.09528074466504766,-0.09863546867941686
0.06262254112702004,-0.009151590176012858,-0.0023247410023398626,0.020697028619754754,-0.051417558792046236,0.09556255736595887,-0.09854128111174809
0.06240954097325346,-0.009257340252000423,-0.0023247410023398626,0.02116577895798022,-0.05160543392598704,0.0951868070980777,-0.09835290597641144
0.06246279101169527,-0.009257340252000423,-0.002316615993006338,0.02107202889033566,-0.05160543392598704,0.09528074466504766,-0.09854128111174809
0.06240954097325346,-0.009257340252000423,-0.002320678497673102,0.02097827882269021,-0.05151149635901664,0.09528074466504766,-0.09816453084107435
0.06251604105013664,-0.009116340150683744,-0.002320678497673102,0.02116577895798022,-0.051793309059927406,0.09537468223201806,-0.09835290597641144
0.06256929108857845,-0.009222090226671309,-0.002308490983672815,0.02097827882269021,-0.051417558792046236,0.0951868070980777,-0.09825871840874312
0.06251604105013664,-0.009186840201341973,-0.002316615993006338,0.020884528755045206,-0.05122968365810587,0.09537468223201806,-0.09844709354407932
0.06251604105013664,-0.009116340150683744,-0.002320678497673102,0.02107202889033566,-0.05160543392598704,0.09528074466504766,-0.09872965624708518
0.06240954097325346,-0.009186840201341973,-0.0023247410023398626,0.02107202889033566,-0.05132362122507628,0.09528074466504766,-0.09854128111174809
0.06246279101169527,-0.009222090226671309,-0.002316615993006338,0.020884528755045206,-0.051417558792046236,0.09546861979898846,-0.09854128111174809
0.06256929108857845,-0.009222090226671309,-0.002316615993006338,0.020884528755045206,-0.051417558792046236,0.09537468223201806,-0.09835290597641144
0.06256929108857845,-0.009257340252000423,-0.0023288035070066267,0.02097827882269021,-0.05169937149295745,0.09528074466504766,-0.09854128111174809
0.06246279101169527,-0.009257340252000423,-0.002320678497673102,0.021259529025625667,-0.05151149635901664,0.09528074466504766,-0.09835290597641144
0.06246279101169527,-0.009186840201341973,-0.002316615993006338,0.02107202889033566,-0.05151149635901664,0.09537468223201806,-0.09825871840874312
0.06256929108857845,-0.009186840201341973,-0.0023328660116733874,0.02107202889033566,-0.05151149635901664,0.09528074466504766,-0.09844709354407932
0.06246279101169527,-0.009257340252000423,-0.002316615993006338,0.02097827882269021,-0.05188724662689781,0.09528074466504766,-0.09835290597641144
0.06246279101169527,-0.009222090226671309,-0.002340991021006912,0.02097827882269021,-0.05160543392598704,0.09546861979898846,-0.09835290597641144
0.06251604105013664,-0.009186840201341973,-0.0023288035070066267,0.02107202889033566,-0.051417558792046236,0.09528074466504766,-0.09825871840874312
0.06256929108857845,-0.009186840201341973,-0.0023125534883395773,0.020790778687399758,-0.05132362122507628,0.0951868070980777,-0.09825871840874312
0.06246279101169527,-0.009257340252000423,-0.002316615993006338,0.020790778687399758,-0.05160543392598704,0.09537468223201806,-0.09854128111174809
0.06256929108857845,-0.009186840201341973,-0.002308490983672815,0.020790778687399758,-0.05151149635901664,0.09537468223201806,-0.09835290597641144
0.06251604105013664,-0.009186840201341973,-0.0023247410023398626,0.02116577895798022,-0.05160543392598704,0.09537468223201806,-0.09835290597641144
0.06256929108857845,-0.009222090226671309,-0.002320678497673102,0.02097827882269021,-0.05169937149295745,0.0951868070980777,-0.09835290597641144
0.06246279101169527,-0.009116340150683744,-0.0023288035070066267,0.021259529025625667,-0.05151149635901664,0.0951868070980777,-0.09816453084107435
0.06251604105013664,-0.009186840201341973,-0.0023044284790060526,0.02116577895798022,-0.05160543392598704,0.09537468223201806,-0.09844709354407932
0.06240954097325346,-0.009186840201341973,-0.002316615993006338,0.02116577895798022,-0.05169937149295745,0.0950928695311073,-0.09835290597641144
0.06240954097325346,-0.009222090226671309,-0.002320678497673102,0.020884528755045206,-0.05160543392598704,0.09528074466504766,-0.09825871840874312
0.06262254112702004,-0.009292590277329316,-0.002316615993006338,0.020790778687399758,-0.05151149635901664,0.09556255736595887,-0.09844709354407932
0.06246279101169527,-0.009186840201341973,-0.002320678497673102,0.02097827882269021,-0.05160543392598704,0.09537468223201806,-0.09825871840874312
0.06251604105013664,-0.009222090226671309,-0.002320678497673102,0.02097827882269021,-0.05151149635901664,0.09537468223201806,-0.09825871840874312
0.06246279101169527,-0.009222090226671309,-0.0023247410023398626,0.020884528755045206,-0.05169937149295745,0.09528074466504766,-0.09835290597641144
0.06262254112702004,-0.009151590176012858,-0.002316615993006338,0.02116577895798022,-0.05151149635901664,0.0951868070980777,-0.09835290597641144
0.06256929108857845,-0.009222090226671309,-0.0023247410023398626,0.02097827882269021,-0.05151149635901664,0.09546861979898846,-0.09835290597641144
0.062356290934811875,-0.009186840201341973,-0.0023247410023398626,0.020790778687399758,-0.051417558792046236,0.09537468223201806,-0.09825871840874312
0.06240954097325346,-0.009257340252000423,-0.0023247410023398626,0.02097827882269021,-0.05169937149295745,0.0951868070980777,-0.09816453084107435
0.06251604105013664,-0.009257340252000423,-0.0023288035070066267,0.021259529025625667,-0.05160543392598704,0.09537468223201806,-0.09844709354407932
0.06246279101169527,-0.009257340252000423,-0.0023247410023398626,0.02097827882269021,-0.05151149635901664,0.0950928695311073,-0.09844709354407932
0.06251604105013664,-0.009222090226671309,-0.0023288035070066267,0.020790778687399758,-0.05151149635901664,0.0951868070980777,-0.09863546867941686
0.06256929108857845,-0.009151590176012858,-0.002320678497673102,0.02107202889033566,-0.05160543392598704,0.09556255736595887,-0.09844709354407932
0.06240954097325346,-0.009186840201341973,-0.002316615993006338,0.02097827882269021,-0.05160543392598704,0.09528074466504766,-0.09816453084107435
0.06251604105013664,-0.009257340252000423,-0.002320678497673102,0.02116577895798022,-0.05151149635901664,0.0951868070980777,-0.09825871840874312
0.06251604105013664,-0.009257340252000423,-0.002316615993006338,0.02097827882269021,-0.05169937149295745,0.09556255736595887,-0.09844709354407932
0.06262254112702004,-0.009186840201341973,-0.0023288035070066267,0.020884528755045206,-0.05151149635901664,0.09537468223201806,-0.09835290597641144
0.06246279101169527,-0.009222090226671309,-0.0023125534883395773,0.02107202889033566,-0.05169937149295745,0.09537468223201806,-0.09835290597641144
0.06262254112702004,-0.009257340252000423,-0.0023247410023398626,0.02107202889033566,-0.05151149635901664,0.09528074466504766,-0.09854128111174809
0.06251604105013664,-0.009257340252000423,-0.002316615993006338,0.020884528755045206,-0.051417558792046236,0.09537468223201806,-0.09854128111174809
0.06246279101169527,-0.009222090226671309,-0.0023247410023398626,0.02097827882269021,-0.051793309059927406,0.09537468223201806,-0.09816453084107435
0.06251604105013664,-0.009257340252000423,-0.0023288035070066267,0.02097827882269021,-0.05169937149295745,0.09546861979898846,-0.09844709354407932
0.06240954097325346,-0.009186840201341973,-0.002316615993006338,0.02097827882269021,-0.05151149635901664,0.09528074466504766,-0.09835290597641144
0.06251604105013664,-0.009257340252000423,-0.0023125534883395773,0.02116577895798022,-0.05169937149295745,0.09528074466504766,-0.09844709354407932
0.062356290934811875,-0.009222090226671309,-0.002316615993006338,0.020884528755045206,-0.05151149635901664,0.09546861979898846,-0.09816453084107435
0.06246279101169527,-0.009257340252000423,-0.0023288035070066267,0.02107202889033566,-0.05169937149295745,0.09528074466504766,-0.09825871840874312
0.06246279101169527,-0.009151590176012858,-0.0023288035070066267,0.02097827882269021,-0.05122968365810587,0.09546861979898846,-0.09835290597641144
0.062303040896370065,-0.009222090226671309,-0.002320678497673102,0.021259529025625667,-0.051417558792046236,0.0950928695311073,-0.09844709354407932
0.06240954097325346,-0.009292590277329316,-0.002316615993006338,0.020884528755045206,-0.05151149635901664,0.09537468223201806,-0.09816453084107435
0.06240954097325346,-0.009222090226671309,-0.0023044284790060526,0.020790778687399758,-0.05151149635901664,0.0950928695311073,-0.09854128111174809
0.06256929108857845,-0.009222090226671309,-0.002320678497673102,0.02097827882269021,-0.05151149635901664,0.09528074466504766,-0.09825871840874312
0.06246279101169527,-0.009186840201341973,-0.0023288035070066267,0.02107202889033566,-0.05160543392598704,0.0950928695311073,-0.09835290597641144
0.06240954097325346,-0.009222090226671309,-0.002320678497673102,0.02116577895798022,-0.05169937149295745,0.0951868070980777,-0.09825871840874312
0.06256929108857845,-0.009257340252000423,-0.002320678497673102,0.020884528755045206,-0.05160543392598704,0.09528074466504766,-0.09835290597641144
0.06246279101169527,-0.009257340252000423,-0.002316615993006338,0.02097827882269021,-0.05151149635901664,0.09537468223201806,-0.09835290597641144
0.06246279101169527,-0.009186840201341973,-0.0023247410023398626,0.02107202889033566,-0.05160543392598704,0.09556255736595887,-0.09844709354407932
0.06240954097325346,-0.009116340150683744,-0.0023247410023398626,0.020790778687399758,-0.05169937149295745,0.09546861979898846,-0.09825871840874312
0.06251604105013664,-0.009257340252000423,-0.0023288035070066267,0.020884528755045206,-0.051417558792046236,0.0950928695311073,-0.09844709354407932
0.06246279101169527,-0.009116340150683744,-0.0023247410023398626,0.02116577895798022,-0.051417558792046236,0.09546861979898846,-0.09835290597641144
0.06240954097325346,-0.009186840201341973,-0.0023247410023398626,0.02107202889033566,-0.05169937149295745,0.09537468223201806,-0.09835290597641144
0.062356290934811875,-0.009257340252000423,-0.0023247410023398626,0.020884528755045206,-0.05151149635901664,0.09537468223201806,-0.09854128111174809
0.06256929108857845,-0.009363090327987766,-0.002320678497673102,0.02107202889033566,-0.05151149635901664,0.09528074466504766,-0.09825871840874312
0.06240954097325346,-0.009151590176012858,-0.002320678497673102,0.020884528755045206,-0.051793309059927406,0.09528074466504766,-0.09854128111174809
0.06246279101169527,-0.009222090226671309,-0.0023247410023398626,0.020697028619754754,-0.05151149635901664,0.09537468223201806,-0.09835290597641144
0.06246279101169527,-0.009186840201341973,-0.002316615993006338,0.02097827882269021,-0.05151149635901664,0.09537468223201806,-0.09835290597641144
0.06256929108857845,-0.009151590176012858,-0.002320678497673102,0.02107202889033566,-0.05151149635901664,0.09528074466504766,-0.09844709354407932
0.06240954097325346,-0.009257340252000423,-0.0023328660116733874,0.02097827882269021,-0.05169937149295745,0.09537468223201806,-0.09835290597641144
0.06246279101169527,-0.00932784030265843,-0.0023247410023398626,0.02116577895798022,-0.05151149635901664,0.09546861979898846,-0.09816453084107435
0.06251604105013664,-0.009186840201341973,-0.002316615993006338,0.02107202889033566,-0.051793309059927406,0.0950928695311073,-0.09825871840874312
0.06251604105013664,-0.009257340252000423,-0.002320678497673102,0.020790778687399758,-0.051793309059927406,0.0951868070980777,-0.09891803138242183
0.06246279101169527,-0.009257340252000423,-0.002320678497673102,0.02097827882269021,-0.051417558792046236,0.09537468223201806,-0.09835290597641144
0.06246279101169527,-0.009222090226671309,-0.0023288035070066267,0.02097827882269021,-0.05151149635901664,0.09556255736595887,-0.09825871840874312
0.06246279101169527,-0.009222090226671309,-0.0023044284790060526,0.02097827882269021,-0.051417558792046236,0.09537468223201806,-0.09816453084107435
0.06240954097325346,-0.009292590277329316,-0.002316615993006338,0.02097827882269021,-0.05151149635901664,0.0951868070980777,-0.09854128111174809
0.062303040896370065,-0.009292590277329316,-0.0023288035070066267,0.020884528755045206,-0.05151149635901664,0.09546861979898846,-0.09825871840874312
